language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66
lamo1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,n,-,a,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
mouk1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
amar1272,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,i,-,-,v,-,-,-,-,-,-,-,-,a,-,-,-,i,-,-,-,o,-,-,-
lore1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-
shar1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,u,l,u,p,i,l,-,-,-,-,i,-,-,-,-,-,n,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-
butm1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,i,-,-,-,-,-,n,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-
polo1242,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,l,i,a,f,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
saka1289,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,i,-,-,y,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
saka1289,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,i,-,-,y,-,l,y,d,Z,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
saka1289,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,i,-,-,y,-,l,y,d,Z,-,E,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
pate1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,n,-,-,-,h,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-
hote1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,k,-,-,-
wamp1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ayiw1239,-,n,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,l,-,a,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,-
nang1262,-,n,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,m,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-
asum1237,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,n,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
tean1237,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
vano1237,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
siee1239,-,n,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,o,-,-,-,-,-,T,t,s,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
urav1235,-,n,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,o,-,-,-,-,-,T,t,s,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
anei1239,-,n,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
lena1238,-,n,3,-,k,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,v,-,-,-
sout2869,-,n,3,-,k,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,v,-,-,-
kwam1252,-,-,-,-,r,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-
nort2847,-,n,3,m,w,-,-,-,-,-,-,-,-,a,-,l,-,m,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,l,i,n,-,-
whit1269,-,n,3,m,w,-,-,-,-,-,-,-,-,e,-,i,-,m,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,i,n,-,-
dehu1237,-,-,-,-,i,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
iaai1238,-,-,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,5,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-
iaai1238,-,-,-,-,b,-,-,-,-,-,-,-,-,a,y,d,-,Z,e,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,5,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-
kuma1276,-,-,-,-,h,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,i,-,-,y,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-
